Deepu,,106.0
Manideep,He who shines like a diamond,106.0
Abilash,,106.0
Kaustubh,Immortal,106.0
Takshak,A cobra,106.0
Vachan,Speech,106.0
Anikait,Lord of the world,106.0
Pradyumna,God of love,106.0
Ibhanan,Lord ganesh,106.0
Sanju,,106.0
Venkatesh,Name of god vishnu,106.0
Amol,Priceless,106.0
Saiamartya,"Immortal, shirdi sai baba",106.0
Aryaman,The sun,106.0
Haji,Born during the hajj,106.0
Raivath,Wealthy,106.0
Amarik,Immortal; divine,106.0
Hasit,Happy,105.0
Vanij,Lord shiva,105.0
Harikrishnan,,105.0
Magadh,Son of yadu,105.0
Luv,Rama's twin son,105.0
Gokul,A village near mathura,105.0
Jaswant,Victorious (yashwant),105.0
Randhir,Brave,105.0
Chirayu,Immortal,105.0
Agniv,,105.0
Rupesh,Lord of beauty,105.0
Sadabindu,Lord vishnu,105.0
Ranvir,Hero of a war situation,105.0
Prajeet,Victorious,105.0
Sandesh,Message,105.0
Badari,Powerful like Lord Vishnu,105.0
Urvish,Lord of the earth,104.0
Kundan,Gold,104.0
Ganak,An astrologer,104.0
Madhuban,Lord vishnu,104.0
Toshan,Satisfaction,104.0
Vasudev,God of the universe,104.0
Mainak,A mountain a himalayan peak,104.0
Radhak,Liberal,104.0
Hryday,Heart,104.0
Haricharan,Feet of the lord,104.0
Bahumanya,Honoured by many,104.0
Balraj,"Mighty, powerful",104.0
Akilan,,104.0
Janesh,Lord of men,104.0
Rajnish,God of night -moon,103.0
Bajeesh,Born to Win,103.0
Yagnik,One who performs yagna; a pure soul,103.0
Parineet,The married person,103.0
Ihit,One who is honored,103.0
Deeptanshu,The sun,103.0
Rajul,Brilliant,103.0
Umang,Happiness,103.0
Pushkar,A blue lotus,103.0
Abhisek,,103.0
Manjeet,Conqueror of the mind,103.0
Leyshya,"Leyshya means intelligent, brilliant",103.0
Zeshan,One with high dignity and splendid standard,103.0
Vaageesh,Lord of speech,103.0
Jagadeep,Light of the world,103.0
Anuraag,Love,103.0
Vinayak,Lord ganesh,103.0
Parithosh,A person who is content with life,103.0
Jabaar,One who consoles others,103.0
Eswanth,Another name of Lord Krishna,103.0
Udit,Arisen,102.0
Udbhav,"To arise from , creation",102.0
Makul,Bud,102.0
Abhyudita,"Elevated , risen , prosperous",102.0
Arihan,Killing enemies,102.0
Adhita,"A scholar, intelligent; wise",102.0
Krivi,Lord shiva,102.0
Rijwal,Bright,102.0
Aruj,It is used to mean the glory and brightness of the Sun,102.0
Mrudun,Lord shiva,101.0
Durvesh,Shehnai,101.0
Adwaita,Non-duality,101.0
Aviral,"Continous, ongoing",101.0
Agraj,"Leader, senior",101.0
Jasraj,King of fame,101.0
Ahilan,"Knowledgeable , commanding",101.0
Yaswanth,,101.0
Tilak,"Ornament, ornamental mark on fore-head",101.0
Madhusoodan,Name of lord krishna,101.0
Anargh,Priceless,101.0
Darmendra,"King of Dharma, King of religion",100.0
Yaashvardhan,One who is full of glory,100.0
Raman,Pleasing,100.0
Nipun,Exper,100.0
Praney,Obedient,100.0
Dhiren,One who is strong,100.0
Vijval,Intelligent,100.0
Dayesh,,99.0
Rajendra,King,99.0
Raajyashree,Propriety of a king,99.0
Radhakrishna,Radha and lord krishna,99.0
Harihar,Shiva and vishnu together,99.0
Sajiv,Lively,99.0
Rohith,Red,99.0
Vrishab,Excellent,99.0
Angad,An ornament,99.0
Nadeesh,God of river (ocean),99.0
Dayaswarup,Merciful,99.0
Jivin,To give life,99.0
Arindam,Destroyer of enemies,99.0
Vighnesh,Lord ganesh,99.0
Pakhi,Bird,98.0
Nand-kishore,Lord krishna,98.0
Abhyagni,"Towards the fire , a son of aitasa",98.0
Darpak,"Kamdev, god of love",98.0
Prajit,Kind,98.0
Aromal,,98.0
Parshva,The soldier who has weapons and is alert,98.0
Abhinavin,New; innovation,98.0
Jivan,A giver of life,98.0
Jagdish,King of the world,98.0
Samarpan,Dedicating,98.0
Vaj,Born with supreme strength,98.0
Sadeepan,Lit up,98.0
Madhukar,"A bee, lover",98.0
Sahib,The lord,98.0
Jaiwant,Victory,98.0
Talish,Lord of earth,98.0
Sahastrabahu,One with thousand arms,98.0
Ashok,Without sorrow,98.0
Mrinal,Lotus,98.0
Vishva,"Earth, universe",97.0
Ananmaya,One who cannot be broken,97.0
Sanish,,97.0
Bhagat,Devotee,97.0
Nandakumar,Lord krishna,97.0
Vamsi,,97.0
Abhijun,"Expert, skilled",97.0
Agnish,,97.0
Lalith,"It means graceful, charming or beautiful",97.0
Navin,New,97.0
Prakash,Light,97.0
Ratin,He who is blessed with happiness and love,97.0
Mrityunjay,Lord shiva,96.0
Sanat,Lord brahma,96.0
Iraj,Lord hanuman,96.0
Dayaal,Kind hearted,96.0
Pragnya,Scholar. lord hanuman,96.0
Hemakesh,Lord shiva,96.0
Mukesh,An epithet for shiva,96.0
Sanjeet,Invincible,96.0
Yaduvir,Lord krishna,96.0
Samavart,Lord vishnu,96.0
Hanuman,Monkey god,96.0
Preetam,Lover,96.0
Prasanna,Happy,96.0
Navaneeth,,96.0
Babji,Independent,96.0
Yaksha,A type of a demi-god,95.0
Karna,The first-born son of kunti,95.0
Nrupadh,Feet of a king,95.0
Carshavardhan,A man who creates joy,95.0
Akilesh,,95.0
Tapan,Hot season,95.0
Sakthivel,,95.0
Parthiban,An alternate name for Arjun,95.0
Tejasvar,One who is intelligent and bright,95.0
Raghuvir,Lord rama,95.0
Agnivesh,Bright as the fire,95.0
Madhusudan,Lord krishna,95.0
Vinesh,Godly,95.0
Veekshan,One who is full of wisdom,95.0
Luvya,Loveable,95.0
Har,Name of shiva,95.0
Bhuvanesh,Lord of the world,95.0
Anuvrat,Devoted; faithful,94.0
Koustubh,Another name of Lord Krishna,94.0
Dipesh,Lord of light,94.0
Dhevan,Godly,94.0
Yadav,Particular community related to lord krishna,94.0
Preetish,God of love,94.0
Pradyot,To illuminate,94.0
Devrat,Spiritual,94.0
Yugav,One who is aggressive to find success,94.0
Raghuveer,Lord rama,94.0
Tarang,Wave,94.0
Tamoghna,Lord vishnu; lord shiva,93.0
Anit,Joyful unending,93.0
Abhra,Cloud,93.0
Anirudha,It sis the name of grandson of Lord Krishna,93.0
Abhishikth,Abhishikth means annointed or appointed,93.0
Rajas,Arising from passion,93.0
Jagadayu,Life spring of the universe,93.0
Raamaanuj,Younger brother of rama,93.0
Vidhesh,Lord shiva,93.0
Vaanee,Speech,93.0
Baneet,Polite,93.0
Vaamdev,Name of a shiva,93.0
Rishika,One who is knowledgeable,93.0
Bhanu,Sun,93.0
Jagadish,Lord of the universe,93.0
Jahi,Dignified,93.0
Rajrishi,King's sage,92.0
Devnath,King of gods,92.0
Abhinandana,"Felicitous , delighting , welcoming",92.0
Kamlesh,The preserver; lord vishnu,92.0
Bablo,Young smart boy,92.0
Akaash,Sky,92.0
Amitesh,Infinite god,92.0
Adithyan,,92.0
Varen,Superior,92.0
Babumohan,Quick to take decision,92.0
Visisht,One who is exceptionally good; A Shining light,92.0
Nabhij,Lord brahama,92.0
Gigyansh,One who is curious,92.0
Devdarsh,Worshipper of god,92.0
Rajarshi,The king,92.0
Jagatveer,Bravest in the world ( jagveer ),92.0
Keyur,Flower,92.0
Nilkanth,Nilakanth is a name of Lord Shiva. Nilakanth literally means blue throat.,91.0
Anadi,Eternal,91.0
Madanmohan,Attractive and lovable,91.0
Bagirath,One who rides a chariot,91.0
Hrishikesh,An epithet of vishnu,91.0
Achuthan,,91.0
Krissh,Short form of Krish,91.0
Punit,Holy,91.0
Dalbhya,Belonging to wheels,91.0
Magan,Engrossed,91.0
Maaya,A person who is true by heart,91.0
Vinodkumar,,91.0
Kalap,Moon,91.0
Mohan,Fascinating,91.0
Madangopal,Lord krishna,91.0
Manikya,The one who lights the path like a red ruby,91.0
Arnab,,91.0
Gauresh,A name of lord shiva.,91.0
Arshad,"Heavenly, Devoted, true",91.0
Appukuttan,,91.0
Lohit,"Red, made of copper, mars",91.0
Bhuvesh,The king of earth,90.0
Lavitra,Lord shiva,90.0
Deenath,Another name of Lord Vishnu,90.0
Anandu,,90.0
Zubhasamanvit,Endowed with beauty,90.0
Naamdev,Name of a saint,90.0
Raam-datt,Gift of rama,90.0
Amith,,90.0
Ajith,,90.0
Tatya,Lord shiva,90.0
Abhisar,Companion,90.0
Bhaveeth,,90.0
Lakshin,With auspicious marks,90.0
Vibhor,Ecstatic,90.0
Dinesh,The sun,90.0
Aranya,,90.0
Ranjan,Delighting,90.0
Nirmal,"Pure, clear",90.0
Manank,A person who is very kind,90.0
Kanha,Krishna,90.0
Milind,Honey bee,89.0
Arshya,"Heavenly, Of sacred descent",89.0
Rajaneesh,God of night -moon,89.0
Yatin,Ascetic,89.0
Ashit,Lord of the rings,89.0
Badrinarayan,Another name for Lord Vishnu,89.0
Jaitra,Leading to vitory,89.0
Sandy,Defending men,89.0
Vibhas,Decoration; light,89.0
Nadeen,Ocean,89.0
Kaan,Rad,89.0
Saffar,Coppersmith,89.0
Madin,Delightful,89.0
Visu,Name of lord shiva,89.0
Madur,"Gentle, a soft peron, sweet",89.0
Prithviraj,King of the earth,89.0
Kabilan,,89.0
Abhijvala,Blazing forth,89.0
Mallesh,Lord shiva,89.0
Mithilesh,The king of mithila,89.0
Sahen,Falcon,89.0
Jag,Man of the world,89.0
Yogansh,One who is capable,89.0
Aziz,Good friend,89.0
Ayavanth,Lord shiva,89.0
Dipen,Lord of the lamp,89.0
Ilamaran,Brave Young Man,89.0
Deepan,Lighting up,89.0
Yugant,Everlasting and timeless,89.0
Sai Priya,,88.0
Mehal,Cloud,88.0
Keertan,Songs of worship,88.0
Kinshuk,A flower,88.0
Nirbhik,Fearless,88.0
Gaurrav,One who the family is proud of,88.0
Saikiran,,88.0
Swarup,Truth,88.0
Sadanand,Ever joyous,88.0
Amarjeet,Victorious,88.0
Sadar,Respectful,88.0
Adityanandana,Son of the sun,88.0
Sajal,Moist,88.0
Thaman,Name of a god,88.0
Gaganvihari,One who stays in heaven,88.0
Palin,Protecting,88.0
Neil,Blue,88.0
Yeshwant,One who has achieved glory,88.0
Radheya,"Karna, foster son of radha",88.0
Pinak,Bow of lord shiva,87.0
Aprameya,A name of lord krishna,87.0
Vallabh,Beloved,87.0
Deveshwar,Lord shiva,87.0
Ronav,,87.0
Jasvir,It means valiant soldier,87.0
Vandan,Adoration,87.0
Naagesh,God of serpents ( sheshnaag ),87.0
Jaganmay,Spread over the universe,87.0
Matheysh,Lord shiva,87.0
Nani,,87.0
Dasarad,Dasarad was the king of Ayodhya,87.0
Debraj,A mighty King,87.0
Renit,,87.0
Moksha,,87.0
Eash,One who is supreme,87.0
Ashwat,Genration tree,87.0
Manith,Honoured,87.0
Dalpati,Commander of group,86.0
Durgesh,Lord of forts,86.0
Pramod,Delight,86.0
Sai Satpurusha,"Virtuous, pious, venerable one.",86.0
Babul,,86.0
Durvish,Who cannot be affected by poison,86.0
Alpesh,Tiny,86.0
Dhanraj,Lord kuber,86.0
Zaiyaan,One who is full of life; graceful,86.0
Pawan,Wind,86.0
Gandharv,Master in musicgandhi sun,86.0
Bhav,Lord shiva,86.0
Harendra,Lord shiva,86.0
Nandakishore,A follower of Lord Krishna,86.0
Arkesh,Sun,86.0
Zrimat,"Charming , lovely , pleasant , splendid",86.0
Adwithiya,One who is unequalled and cannot be compared,86.0
Sakaleshwar,Lord of everything,86.0
Ratul,"Truth seeking, interested",86.0
Swaraj,"Liberty, freedom",86.0
Anshuk,Radiant,86.0
Naagarjun,An ancient philosopher,86.0
Darman,It means remedy or medicine,86.0
Vipul,Extensive,86.0
Muthusamy,,86.0
Atulya,Unequalled,86.0
Nimish,Spilt-second,86.0
Varisth,One who excels in everything,86.0
Kamik,Desired,86.0
Sakshum,Skillful,86.0
Prajin,Kind,86.0
Ashu,Quick,86.0
Ragavan,,86.0
Vadin,Well known lecturer,85.0
Pritam,Lover,85.0
Samarendra,Lord vishnu,85.0
Naveen,New; Fresh; Modern,85.0
Dayanand,Who takes joy in being merciful,85.0
Sairam,,85.0
Dayashankar,Merciful lord shiva,85.0
Hansraaj,King of swans,85.0
Vaalmeeki,An ancient saint,85.0
Anek,Many,85.0
Moh,Love,85.0
Vaikhan,Lord vishnu,85.0
Lohith,Loheth,85.0
Vrisan,Lord shiva,85.0
Bachu,Childish innocence,85.0
Maavalan,The wealthy and happy man,85.0
Jivitesh,God,84.0
Pushkal,Lord shiva,84.0
Animesh,To stare open-eyed,84.0
Sadashiva,Eternally pure,84.0
Digant,Horizon,84.0
Abhimanyusuta,Son or abhimanyu,84.0
Goutam,Name of lord buddha,84.0
Babhravi,"The colour of earth, one who is loyal to his promises",84.0
Ayushmaan,Blessed with long life,84.0
Ahi,Sanskrit meaning -Heaven and earth; Cloud,84.0
Abhikama,Compassion; desire,84.0
Vaasuki,A celestial cobra,84.0
Hariom,Lord vishnu,84.0
Saijeevadhara,Support of all living beings,84.0
Abhlesh,One who is distinct and immortal,83.0
Tusya,Lord shiva,83.0
Trilok,Three worlds,83.0
Toyesh,Lord of water,83.0
Ishu,,83.0
Jagadeesh,,83.0
Ishanth,,83.0
Karunya,Compassion,83.0
Tushaar,Frost,83.0
Avish,,83.0
Kaarvannan,Kaarvannan is an other name for Lord Krishna,83.0
Medh,Goddess saraswati,83.0
Amod,Happiness,83.0
Ayas,Gold,83.0
Dasu,A smart and creative individual,83.0
Taha,Pure,83.0
Achyuta,Indestructible,83.0
Jairam,Victory of lord rama,83.0
Kaarmuhilan,A name that is used to imply Lord Krishna,83.0
Jaipal,Lord vishnu,82.0
Ashwath,Banyan tree,82.0
Hariprasad,Blessed by lord krishna,82.0
Damodaran,,82.0
Evyavan,Lord vishnu,82.0
Samvath,Prosperous,82.0
Haranadh,A devotee of Lord Vishnu,82.0
Magesh,,82.0
Gautav,Brings good fortune for family,82.0
Praval,"Fierce , strong",82.0
Anirvinya,A name of god vishnu,82.0
Gaurang,Fair complexioned,82.0
Nishad,Seventh note of the octave,82.0
Maartanda,A historical name of the king of Travancore,82.0
Kapil,Fair complexioned,82.0
Varesh,Lord shiva,82.0
Tanak,Prize,82.0
Vaibudh,One who is like divine; Belonging to the Gods,82.0
Tanas,He who is humble,82.0
Divakar,Sun,81.0
Parijat,A celestial flower,81.0
Jitin,,81.0
Sanjiv,Vital,81.0
Sambit,Consciousness,81.0
Nalesh,King of flowers,81.0
Jithesh,,81.0
Dhanvant,Wealthy,81.0
Paran,,81.0
Prabhat,Dawn,81.0
Vagish,God of speech ( lord brahma),81.0
Abhinabhas,"Renowned , famous",81.0
Ganesh,Son of lord shiva/parvati,81.0
Darpahan,Destroyer of selfishness or ego,81.0
Padmabandhu,"Friend of lotus ( bee , sun )",81.0
Mallikarjun,Lord shiva,81.0
Kuldeep,Light of family,81.0
Swarit,Towards heaven,81.0
Mrigank,Moon,81.0
Naag-raaj,King of the serpents,80.0
Abjit,Conquering water,80.0
Renesh,Lord of love,80.0
Dishanta,Dishanta means horizon,80.0
Viamrsh,Lord shiva,80.0
Jabar,One who consoles others,80.0
Grahish,Lord of the planets,80.0
Paramjit,Heroic paranjay varun,80.0
Kunaal,Son of king ashoka,80.0
Pallab,New leaves pallav,80.0
Danta,Calm. a name for lord hanuman,80.0
Jag Jeevan,Life of the world,80.0
Naagdhar,One who wears cobra,80.0
Vinod,Pleasing,80.0
Chakshu,Eye,80.0
Nischith,Fixed,80.0
Mahatru,Lord vishnu,80.0
Gayan,"Singing, the sky",80.0
Naag,A big serpent,80.0
Gopi,Protector of cows (female),80.0
Pranava,The mystic syllable 'om',80.0
Iresh,"Lord of earth, vishnu",80.0
Avadh,One who is powerful like ayodhaya,79.0
Jagdeep,Light of the universe,79.0
Lalitaditya,Beautiful sun,79.0
Devraj,King of the gods; buddha,79.0
Rutva,Speech,79.0
Baburaj,One who can influence people,79.0
Amaresh,"Name of indra, lord of the gods",79.0
Chaantanu,A loving and religious person,79.0
Salil,Water,79.0
Niraamay,Pure,79.0
Narendra,King of men,79.0
Manash,,79.0
Ikshan,Sight,79.0
Baldev,Strong,79.0
Jatan,Nurturing,79.0
Ekaksha,Lord shiva,79.0
Mahipal,A king,79.0
Urav,Excitement,79.0
Dileep,King of the solar race,79.0
Sadiva,Eternal,79.0
Anantajeet,The victor of infinity. lord vishnu,79.0
Sadananda,,79.0
Jagannath,Lord of the world,79.0
Parakram,Strength,79.0
Bhadresh,Lord shiva,78.0
Dhir,Wise,78.0
Abhinatha,"Lord of desires , another name for kama",78.0
Manajit,It means the Conquerer Of The Mind,78.0
Devendra,King of gods,78.0
Fenil,Name of french flower,78.0
Atul,Matchless,78.0
Radhakanta,Lord krishna,78.0
Janpreet,One who is loved by all,78.0
Raghunandan,Lord rama,78.0
Sankalpa,Resolve,78.0
Mayoor,One who is beautiful and graceful like a peacock,78.0
Dhoni,,78.0
Vaman,"The name means 'short, dwarf' in Sanskrit.",78.0
Himesh,,78.0
Radheshyam,Lord krishna,78.0
Nikesh,,78.0
Utsav,Born during a celebration,78.0
Akshayaguna,Of limitless attributes. a name for lord shiva,78.0
Abhisumat,"Radiant , another name of sun",78.0
Vipin,Forest grove,78.0
Pathik,Traveller,78.0
Balaram,Brother of lord krishna,78.0
Abhimand,Gladdening,78.0
Bhaskar,A name of sun,77.0
Parimal,Perfume,77.0
Vedesh,Lord of vedas,77.0
Manvendra,King among men,77.0
Jagajeet,Conquerer of the world,77.0
Jalesh,Lord of water,77.0
Jasal,The one who holds energy,77.0
Saja,"A pleasant face, eloquent.",77.0
Badhusa,Sweet personality,77.0
Nagesh,King of all Serpants in Hindu mythology;,77.0
Hemen,The king of gold,77.0
Akshobhya,Lord vishnu,77.0
Lekhit,A Hindi word that means author,77.0
Tahoma,Someone who is different with a cute personality,77.0
Kalpak,A heavenly tree,77.0
Praket,Intelligence,77.0
Raja,King-queen,77.0
Gourav,,77.0
Vaasudeva,A divine light; Another name of Lord Vishnu,77.0
Abhisyanta,"Splendid , a son of kuru and vahini",77.0
Devagya,With knowledge of god,77.0
Denish,,77.0
Uchit,Correct,77.0
Pranab,,77.0
Kaarikaa,Actress,76.0
Praveenkumar,,76.0
Abhimani,"Full of pride , another name for agni as the eldest son of brahma",76.0
Ijya,The name also has the meaning 'dispeller of evil minded enemies'.,76.0
Kedaar,"A field, name of shiva",76.0
Jahnu,A rishi,76.0
Radhatanaya,Son of radha,76.0
Veeran,Valiant and fearless,76.0
Avijit,Invincible,76.0
Jayadev,,76.0
Garg,Name of a saint,76.0
Saju,Travelling,76.0
Dipin,Dipin means to destroy the evil,76.0
Nisarg,,76.0
Anandhakrishnan,,76.0
Vaasavadatta,A name in sanskrit classics,76.0
Vajresh,One who is limitless; Another name of Lord Krishna or Lord Indra,76.0
Nir,Water,76.0
Prakhar,"Shape, summit",76.0
Alap,Alap is an improvised section of a raga,76.0
Kvanh,Melodious sounds,76.0
Alak,World; beautiful tresses,76.0
Mahe,,76.0
Ekalavya,A pupil of dronaachaarya,76.0
Maheshwar,Another name of shiva,75.0
Zitin,A bright ray of light,75.0
Abhinanda,"To rejoice , to celebrate , to praise , to bless , delight",75.0
Tarakeshwar,Lord shiva,75.0
Sampath,A wealthy man,75.0
Agnidev,It means God of Fire,75.0
Premkumar,,75.0
Vishruth,,75.0
Kalanath Krishna,,75.0
Jasamit,Protected by fame,75.0
Saija,,75.0
Rajak,Illuminating,75.0
Vrushal,One who is highly exalted,75.0
Murali,A flute,75.0
Jayadeep,Light of victory,75.0
Sajjan,,75.0
Anup,Without comparison; Variation: anoop,75.0
Nachiketa,"An ancient sage, fire",75.0
Dandak,A forest,75.0
Samdarshi,Lord krishna,75.0
Hridayesh,Lord of the heart,75.0
Mahakram,Lord vishnu,75.0
Badrinadh,Lord of Mount Badri,75.0
Madanapal,Lord of love,75.0
Ronith,,75.0
Parameshwar,The supreme god,75.0
Hanamanth,Smart and loving person,75.0
Hiresh,King of gems,74.0
Gavisht,Abode of light,74.0
Dheeman,Intelligent,74.0
Jaishankar,Victory of lord shiva,74.0
Tejeshwar,Lord of brightness,74.0
Tejal,Bright,74.0
Harishankar,Lord shiva,74.0
Chanakya,Bright,74.0
Kadamb,Name of a tree,74.0
Ninad,Sound,74.0
Nridev,King amongst men,74.0
Anirab,An angel who presides over fire,74.0
Hemachandra,Golden moon,74.0
Lehan,"A Bengali name that means, one who refuses",74.0
Dayakar,Merciful lord shiva,74.0
Manuj,Son of manu,74.0
Harshaman,Full of joy,74.0
Sajiva,Full of life,74.0
Farhad,Wise,74.0
Debjit,One who has conquered gods,74.0
Panchal,Lord shiva,74.0
Ishik,One who is desirable and lovely,74.0
Kaalathi,"A Tamil name that implies,'from the beginning of time'",74.0
Madhava,,74.0
Nabendu,New moon,74.0
Kittu,,74.0
Adwaya,Unique,74.0
Badrulla,Ambitious and religious person,74.0
Faaz,Success,74.0
Baiju,An alternative name for Shiva,74.0
Achalendra,The himalayas,73.0
Kalkin,Tenth incarnation of god vishnu,73.0
Parishudh,The holy and humble person,73.0
Ashank,Faith,73.0
Abhivachan,Good word,73.0
Amrish,Lord indra,73.0
Abzar,"Powerful, mighty",73.0
Sakha,"Generosity, liberality.",73.0
Chailish,King of Mountains,73.0
Vayu,Lord hanuman,73.0
Naagpal,Saviour of serpents,73.0
Ranajit,Victorious,73.0
Sajin,,73.0
Deeptesh,Lord of light,73.0
Rijul,Innocent,73.0
Syon,Gentle,73.0
Kishor,A young boy,73.0
Mannith,Chosen,73.0
Dhritul,,73.0
Dijesh,One who rules by the day,73.0
Padmakant,Husband of lotus ( sun),73.0
Rushi,San,73.0
Hariraj,King of lions,73.0
Nishith,Night,73.0
Madhukant,Moon,73.0
Jaganathan,,73.0
Badre,Light hearted person,72.0
Jitendra,Lord of conquerers,72.0
Varin,Gifts,72.0
Ravi Teja,,72.0
Deepaan,One who lights up the lives of others,72.0
Himnish,Lord shiva,72.0
Davarika,An individual with a striking personality,72.0
Raven,A bird,72.0
Nidhin,,72.0
Zravasya,"Fame , glory",72.0
Visvajit,One who conquers the universe,72.0
Trishul,Lord shiva's trident,72.0
Geethik,The holder of a sweet voice,72.0
Agnit,,72.0
Payas,Water,72.0
Ranajay,Victorious,72.0
Hamsa,Swan,72.0
Tarpan,Refreshing,72.0
Vizivit,The sun,72.0
Om,Sacred syllable used in hindu prayer,72.0
Dhiraj,Patience,72.0
Saipratap,Blessing of saibaba,72.0
Novin,,72.0
Ratan,Precious stone,72.0
Mohin,Fascinating,72.0
Lohitaksh,Lord vishnu,72.0
Jayanth,,71.0
Poorvaj,"Elder, ancestorsn",71.0
Raghunath,Lord rama,71.0
Pavak,Fire,71.0
Deependra,Lord of lights,71.0
Bahuleya,Lord kartikeya,71.0
Nand,"Pleasure, father of krishna",71.0
Megh,Cloud,71.0
Hanumant,The monkey god,71.0
Ambar,Sky,71.0
Parnal,Leafy,71.0
Nachik,A short form of nachiketa,71.0
Kabal,Kabal means clever or intelligent,71.0
Thakur,Leader; god,71.0
Kautilya,Name for chanakya,71.0
Avyukta,Crystal clear,71.0
Piyus,,71.0
Vashiq,One who is superior,71.0
Madhavdas,Servant of lord krishna,71.0
Babudas,Honest devotee of a great person,71.0
Ganeh,Person with a multitude of luck,71.0
Nikash,Horizon,70.0
Nikul,,70.0
Jaichand,Victory of the moon,70.0
Avirat,Continuous,70.0
Pinku,,70.0
Zobhana,Brilliant,70.0
Padmakar,"Jewel, lord vishnu",70.0
Rikhil,,70.0
Saneesh,,70.0
Chanchal,Active,70.0
Kartikeya,Elder son of lord shiva,70.0
Balakrishna,Young krishna,70.0
Swajith,Self- victory,70.0
Brijesh,God of the land 'brij';Krishna; lord of nature,70.0
Tarik,One who crosses the river of life,70.0
Vir,Brave,70.0
Trinabh,Lord vishnu,70.0
Udayan,Rising ; name of king of avanti,70.0
Uddish,Lord shiva,70.0
Chakresh,Name of lord vishnu,70.0
Pranad,Lord vishnu; lord brahma,70.0
Vijeesh,One who leads to victory; Another name of Lord Shiva,70.0
Mahanidhi,Great storehouse. lord shiva,70.0
Darsaniya,One who captivates your attention,70.0
Madhup,A bee,70.0
Madhuchanda,Pleasing metrical composition,70.0
Hamatha,It means a mighty and strong fortress,70.0
Balagopal,Infant krishna,70.0
Ajit,Unconquerable,70.0
Raghava,,70.0
Naagpati,King of serpents ( vaasuki ),70.0
Kaamjaa,A pleasant and approachable person,70.0
Hetal,Cheerful,70.0
Achyuthan,Indestructible,70.0
Bahuliya,Lord kartikeya,70.0
Chethan,,69.0
Darshangeet,Songs on godliness,69.0
Samhita,A vedic composition,69.0
Namasyu,Bowing,69.0
Garisht,Heaviest,69.0
Puranjay,Lord shiva,69.0
Tejomay,Glorious,69.0
Naishadh,Legendary king of nishadha,69.0
Randeep,,69.0
Aryamaan,One who is known for his noble and dignified character,69.0
Naagendra,King of the serpents,69.0
Mahindra,A king,69.0
Karthick,,69.0
Ananyaj,Kama; a unique son,69.0
Vishvesh,Lord of the world,69.0
Arvind,Lotus,69.0
Tanul,,69.0
Pratul,A balanced person,69.0
Bhanuprakash,Sun light,69.0
Krishan,Lord krishna,69.0
Balaraj,Strong,69.0
Rajasekhar,,69.0
Niteesh,Lord of law,69.0
Lakshanya,One who achieves,69.0
Anshumaan,The sun,69.0
Jagachandra,Moon of the universe,69.0
Karunesh,Lord of mercy,69.0
Yeshwanth,,68.0
Hiranmay,The golden one,68.0
Vasanth,,68.0
Kunsh,Shining,68.0
Grihith,"Understood , accepted",68.0
Gopal,"Krishna, cowherd",68.0
Nanjayyan,One who is protected under the grace of Lord Shiva,68.0
Ram,Lord rama,68.0
Vance,Praiseworthy and kind,68.0
Vikram,Valour,68.0
Javesh,Related to god,68.0
Drupad,"A king, father of draupadi",68.0
Debashis,Benediction of god,68.0
Jaisai,,68.0
Anuansh,Generous; charitable,68.0
Naanak,First sikh guru,68.0
Vishvajit,Conqueror of the world,68.0
Diptanshu,Sun,68.0
Janam,An Indian word that means birth,68.0
Radhavallabh,Lord krishna,68.0
Pragun,Straight; honest,68.0
Rocky,,67.0
Acharya,Acharya means a teacher or a mentor,67.0
Sandip,One who is enlightened,67.0
Mrinank,Moon,67.0
Aniruddha,Which can't be restricted,67.0
Nirupam,Without comparison,67.0
Natesh,King,67.0
Nishchal,"Unmovable, unshakable",67.0
Nav,,67.0
Panneerselvam,,67.0
Tamilarasan,,67.0
Jagadip,Lamp of the universe,67.0
Virun,"The name is derived from Sanskrit, meaning 'Son of Lord Krishna'.Another meaning is 'beautiful'",67.0
Rusheek,Son of saint,67.0
Adripathi,Master of the mountains,67.0
Manikanta,,67.0
Amrik,Nectar,67.0
Adityesha,One who has big desires,67.0
Logesh,One of many names of Lord Shiva,67.0
Dasmaya,Beautiful,67.0
Dasharathi,Lord rama,67.0
Daru,Cedar tree,67.0
Deepit,Lighted,67.0
Harinarayan,Lord vishnu,67.0
Bhupesh,King,67.0
Bajrang,Lord hanuman's name,67.0
Benil,,67.0
Bukka,"Heart , loving , sincere",67.0
Badam,Brave person,67.0
Vilok,To see,66.0
Bahuleyan,Another name for Lord Murugan,66.0
Hiranya,A precious metal;wealth,66.0
Mitra,A friend,66.0
Amber,Sky,66.0
Padmadhar,One who holds a lotus,66.0
Dilip,"A king, ancestor of rama",66.0
Dron,Prominent mahabharata character,66.0
Airaawat,The celestial white elephant,66.0
Atishay,Filled with awe and wonder,66.0
Parnabha,The protector like Lord Vishnu,66.0
Jyothish,,66.0
Abhisoka,"Passionate , loving",66.0
Atish,,66.0
Praful,Blooming,66.0
Yadnyesh,One who is the lord of life,66.0
Maderu,Worthy of praise,66.0
Abij,Seedless,66.0
Prashray,"Love, respect",66.0
Gyandev,Lord of knowledge gagan,66.0
Nishanth,,66.0
Chaaruhaas,With beautiful smile,66.0
Davuth,The word denotes money,66.0
